Animal ID,Animal Type,Breed,Size,Intake Date,Outcome Type,Outcome Zip Code,Intake Jurisdiction,Outcome Jurisdiction,Location
A412023,CAT,DOMESTIC SH,SMALL,06/16/2022,EUTHANIZE,,SANTA ROSA,,
A309287,CAT,DOMESTIC SH,KITTN,07/22/2014,ADOPTION,95448.0,*WINDSOR,*HEALDSBURG,"95448(38.618857, -122.861927)"
A374029,DOG,GERM SHEPHERD,LARGE,03/02/2019,ADOPTION,95425.0,COUNTY,COUNTY,"95425(38.790859, -123.010876)"
A307374,DOG,PIT BULL,LARGE,05/29/2014,EUTHANIZE,,SANTA ROSA,,
A384241,CAT,DOMESTIC SH,SMALL,02/06/2019,EUTHANIZE,,SANTA ROSA,,
A315594,CAT,DOMESTIC LH,MED,01/08/2015,ADOPTION,94928.0,SANTA ROSA,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A342245,DOG,PIT BULL/BOXER,MED,09/27/2016,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A362471,CAT,DOMESTIC SH,SMALL,10/10/2017,RETURN TO OWNER,95404.0,*WINDSOR,SANTA ROSA,"95404(38.458384, -122.675588)"
A340573,CAT,DOMESTIC SH,KITTN,08/05/2016,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A412407,CAT,DOMESTIC SH,SMALL,07/09/2022,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A395897,CAT,DOMESTIC SH,SMALL,01/31/2020,TRANSFER,94952.0,COUNTY,*PETALUMA,"94952(38.236012, -122.730241)"
A391364,CAT,DOMESTIC LH,KITTN,09/14/2019,ADOPTION,95467.0,COUNTY,OUT OF COUNTY,"95467(38.803087, -122.548842)"
A327181,CAT,DOMESTIC SH,SMALL,09/21/2015,EUTHANIZE,,COUNTY,,
A331824,DOG,PIT BULL/MIX,MED,01/12/2016,EUTHANIZE,,COUNTY,,
A341612,CAT,DOMESTIC SH,SMALL,08/25/2016,ADOPTION,95465.0,COUNTY,COUNTY,"95465(38.406591, -123.001365)"
A330784,DOG,ROTTWEILER/MIX,MED,05/30/2017,ADOPTION,95472.0,*WINDSOR,COUNTY,"95472(38.394388, -122.850998)"
A391034,CAT,DOMESTIC SH,SMALL,08/30/2019,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A356660,DOG,POODLE MIN,SMALL,08/10/2017,ADOPTION,95436.0,SANTA ROSA,COUNTY,"95436(38.491884, -122.90672)"
A305849,CAT,SNOWSHOE/MIX,SMALL,04/24/2014,EUTHANIZE,,SANTA ROSA,,
A330655,DOG,PIT BULL,MED,12/10/2015,RETURN TO OWNER,89433.0,COUNTY,OUT OF COUNTY,"89433(39.597342, -119.774504)"
A352326,DOG,PIT BULL/MIX,MED,05/07/2017,RETURN TO OWNER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A331671,DOG,PEKINGESE,TOY,01/08/2016,EUTHANIZE,,COUNTY,,
A365509,DOG,GREAT PYRENEES,X-LRG,12/14/2017,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A371114,CAT,DOMESTIC SH,KITTN,04/24/2018,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A387165,DOG,GERM SHEPHERD,LARGE,05/20/2019,EUTHANIZE,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A412601,DOG,PIT BULL,MED,07/26/2022,,,SANTA ROSA,,
A389228,CAT,DOMESTIC SH,SMALL,07/05/2019,RETURN TO OWNER,95401.0,SANTA ROSA,COUNTY,"95401(38.446019, -122.766748)"
A328630,CAT,DOMESTIC SH,SMALL,10/17/2015,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A381304,DOG,PIT BULL,LARGE,12/01/2018,RETURN TO OWNER,95492.0,*WINDSOR,COUNTY,"95492(38.541541, -122.809202)"
A311842,DOG,PIT BULL,MED,09/20/2014,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A411066,CAT,DOMESTIC MH,KITTN,04/19/2022,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A301089,DOG,CHIHUAHUA SH/MIX,TOY,12/31/2013,RETURN TO OWNER,95404.0,SANTA ROSA,COUNTY,"95404(38.458384, -122.675588)"
A264333,DOG,AMERICAN STAFF,LARGE,10/24/2015,EUTHANIZE,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A332329,DOG,GERM SHEPHERD,X-LRG,12/28/2021,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A340676,DOG,PIT BULL,LARGE,11/22/2016,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A355044,DOG,CHIHUAHUA SH/MIX,MED,05/18/2019,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A308659,CAT,DOMESTIC SH,KITTN,07/01/2014,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A346503,CAT,DOMESTIC SH,SMALL,12/22/2016,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A305062,DOG,PIT BULL/MIX,LARGE,10/13/2014,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A315727,DOG,CHIHUAHUA SH,TOY,01/13/2015,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A406822,DOG,CHIHUAHUA SH,SMALL,09/21/2021,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A391100,DOG,LABRADOR RETR,LARGE,09/03/2019,TRANSFER,94598.0,SANTA ROSA,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A387038,DOG,SIBERIAN HUSKY,MED,05/16/2019,ADOPTION,95448.0,SANTA ROSA,*HEALDSBURG,"95448(38.618857, -122.861927)"
A300177,DOG,PIT BULL,LARGE,07/16/2017,EUTHANIZE,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A410182,DOG,MASTIFF/MIX,LARGE,02/23/2022,EUTHANIZE,,COUNTY,,
A362657,CAT,DOMESTIC SH,SMALL,10/17/2017,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A303694,DOG,PARSON RUSS TER,SMALL,03/07/2014,ADOPTION,95492.0,SANTA ROSA,OUT OF COUNTY,"95492(38.541541, -122.809202)"
A313902,DOG,AMER BULLDOG,MED,06/25/2015,RETURN TO OWNER,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
A385984,DOG,GERM SHEPHERD,LARGE,04/04/2019,RETURN TO OWNER,,COUNTY,OUT OF COUNTY,
A356734,CAT,DOMESTIC SH,KITTN,08/12/2017,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A319850,DOG,PIT BULL/MIX,MED,04/06/2015,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A337636,CAT,DOMESTIC SH,KITTN,05/26/2016,ADOPTION,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A340279,DOG,AUST SHEPHERD/GERM SHEPHERD,MED,08/01/2016,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A316344,DOG,PIT BULL,MED,01/30/2015,RETURN TO OWNER,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
A386924,CAT,DOMESTIC SH,KITTN,05/14/2019,ADOPTION,95401.0,*WINDSOR,COUNTY,"95401(38.446019, -122.766748)"
A385965,DOG,PIT BULL/MIX,MED,04/04/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A343402,DOG,LABRADOR RETR,LARGE,10/11/2016,RETURN TO OWNER,95401.0,SANTA ROSA,COUNTY,"95401(38.446019, -122.766748)"
A314259,DOG,FOX TERR WIRE/MIX,SMALL,11/24/2014,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A210514,DOG,CHIHUAHUA SH/MIX,TOY,12/14/2016,EUTHANIZE,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A315224,DOG,AMERICAN STAFF,LARGE,03/03/2016,RETURN TO OWNER,95401.0,SANTA ROSA,COUNTY,"95401(38.446019, -122.766748)"
A412287,CAT,DOMESTIC SH,KITTN,07/02/2022,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A371306,DOG,PARSON RUSS TER,MED,06/16/2018,TRANSFER,94710.0,OUT OF COUNTY,OUT OF COUNTY,"94710(37.869271, -122.300531)"
A310058,CAT,DOMESTIC SH,SMALL,08/12/2014,ADOPTION,95441.0,*WINDSOR,COUNTY,"95441(38.729916, -122.883041)"
A305333,DOG,LABRADOR RETR/MIX,LARGE,04/13/2014,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A392040,DOG,CHIHUAHUA SH,SMALL,10/04/2019,TRANSFER,95407.0,*WINDSOR,COUNTY,"95407(38.403734, -122.736775)"
A312440,CAT,DOMESTIC SH,SMALL,10/02/2014,RETURN TO OWNER,60173.0,COUNTY,OUT OF COUNTY,"60173(42.049297, -88.04882)"
A406503,CAT,DOMESTIC LH,SMALL,08/28/2021,RETURN TO OWNER,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A256666,DOG,BOXER/MIX,MED,08/10/2016,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A360042,CAT,DOMESTIC SH,SMALL,12/29/2019,EUTHANIZE,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A324106,DOG,GERM SHEPHERD,LARGE,12/25/2016,ADOPTION,95461.0,SANTA ROSA,OUT OF COUNTY,"95461(38.787437, -122.64395)"
A303170,DOG,PIT BULL,MED,02/22/2014,EUTHANIZE,,SANTA ROSA,,
A349803,DOG,CHIHUAHUA SH,TOY,03/22/2017,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A342086,DOG,GREAT DANE/MIX,X-LRG,09/05/2019,RETURN TO OWNER,95446.0,SANTA ROSA,COUNTY,"95446(38.510032, -122.996796)"
A312312,DOG,GREAT DANE,X-LRG,10/03/2014,TRANSFER,95650.0,COUNTY,OUT OF COUNTY,"95650(38.813687, -121.172092)"
A400971,DOG,GERM SHEPHERD/MIX,LARGE,10/14/2020,TRANSFER,94598.0,SANTA ROSA,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A366473,CAT,DOMESTIC SH,SMALL,12/28/2017,ADOPTION,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A310121,DOG,PARSON RUSS TER/CHIHUAHUA SH,TOY,08/13/2014,ADOPTION,95448.0,*WINDSOR,*HEALDSBURG,"95448(38.618857, -122.861927)"
A394192,CAT,DOMESTIC SH,SMALL,12/03/2019,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A333419,DOG,POODLE MIN,SMALL,02/27/2016,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A311233,CAT,DOMESTIC SH,KITTN,09/05/2014,EUTHANIZE,,COUNTY,,
A344691,DOG,BOXER/PIT BULL,MED,01/03/2017,ADOPTION,94506.0,SANTA ROSA,OUT OF COUNTY,"94506(37.807057, -121.912878)"
A365518,DOG,LABRADOR RETR,X-LRG,12/14/2017,RETURN TO OWNER,89146.0,COUNTY,OUT OF COUNTY,"89146(36.142341, -115.225859)"
A410246,DOG,AUST CATTLE DOG,PUPPY,02/24/2022,TRANSFER,94044.0,SANTA ROSA,OUT OF COUNTY,"94044(37.617695, -122.485896)"
A343076,CAT,DOMESTIC LH,KITTN,10/01/2016,EUTHANIZE,,SANTA ROSA,,
A405913,CAT,DOMESTIC SH,SMALL,07/17/2021,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A330784,DOG,ROTTWEILER/MIX,MED,08/22/2017,TRANSFER,83705.0,COUNTY,OUT OF COUNTY,"83705(43.579675, -116.224114)"
A366761,DOG,PIT BULL,MED,01/10/2018,RETURN TO OWNER,95682.0,SANTA ROSA,OUT OF COUNTY,"95682(38.642548, -120.961437)"
A372741,DOG,PUG,SMALL,05/22/2018,RETURN TO OWNER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A316615,DOG,CHIHUAHUA SH,TOY,02/07/2015,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A385055,DOG,PARSON RUSS TER/MIX,PUPPY,03/21/2019,ADOPTION,95472.0,COUNTY,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A326093,DOG,PIT BULL/MIX,MED,08/17/2015,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A374864,DOG,PIT BULL,LARGE,12/12/2019,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A315346,DOG,BOXER,LARGE,12/30/2014,RETURN TO OWNER,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A391541,CAT,DOMESTIC SH,KITTN,09/18/2019,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A406014,CAT,DOMESTIC SH,SMALL,07/25/2021,ADOPTION,95439.0,SANTA ROSA,COUNTY,"95439(38.49169, -122.776056)"
A333118,DOG,RHOD RIDGEBACK/BOXER,PUPPY,02/16/2016,ADOPTION,94947.0,SANTA ROSA,OUT OF COUNTY,"94947(38.098743, -122.592459)"
A329348,CAT,DOMESTIC SH,KITTN,10/30/2015,ADOPTION,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A316714,CAT,DOMESTIC LH,SMALL,02/11/2015,EUTHANIZE,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A322716,CAT,DOMESTIC SH,KITTN,06/05/2015,ADOPTION,94928.0,SANTA ROSA,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A354205,DOG,GERM SHEPHERD/MIX,MED,07/25/2017,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A308316,CAT,DOMESTIC SH,KITTN,06/25/2014,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A342087,DOG,GREAT DANE/LABRADOR RETR,X-LRG,09/05/2019,RETURN TO OWNER,95446.0,SANTA ROSA,COUNTY,"95446(38.510032, -122.996796)"
A370204,DOG,PIT BULL,MED,04/08/2018,RETURN TO OWNER,83811.0,SANTA ROSA,OUT OF COUNTY,"83811(48.063631, -116.255192)"
A406016,DOG,CHIHUAHUA SH,SMALL,07/25/2021,RTOS,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A371207,CAT,DOMESTIC SH,KITTN,04/26/2018,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A404898,CAT,DOMESTIC SH,KITTN,05/20/2021,ADOPTION,95404.0,SANTA ROSA,COUNTY,"95404(38.458384, -122.675588)"
A341137,CAT,DOMESTIC SH,SMALL,08/17/2016,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A331946,DOG,PIT BULL,MED,11/08/2016,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A345466,DOG,GREAT DANE/MIX,LARGE,04/30/2018,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A316639,DOG,DOBERMAN PINSCH,MED,10/28/2017,RETURN TO OWNER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A368960,CAT,DOMESTIC LH,SMALL,02/21/2018,TRANSFER,95403.0,*WINDSOR,SANTA ROSA,"95403(38.486997, -122.749134)"
A304254,CAT,DOMESTIC SH,SMALL,03/20/2014,ADOPTION,95492.0,COUNTY,COUNTY,"95492(38.541541, -122.809202)"
A324302,CAT,DOMESTIC MH,SMALL,07/14/2015,TRANSFER,95403.0,*WINDSOR,SANTA ROSA,"95403(38.486997, -122.749134)"
A393258,DOG,LABRADOR RETR/MIX,LARGE,10/22/2019,RETURN TO OWNER,95124.0,SANTA ROSA,OUT OF COUNTY,"95124(37.257218, -121.922723)"
A349809,CAT,DOMESTIC SH,KITTN,03/22/2017,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A335235,CAT,SIAMESE/MIX,SMALL,04/06/2016,ADOPTION,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A392150,DOG,PARSON RUSS TER/MIX,SMALL,10/10/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A406602,CAT,DOMESTIC SH,KITTN,09/04/2021,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A380009,DOG,ROTTWEILER/MIX,LARGE,02/20/2019,EUTHANIZE,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A410301,DOG,PIT BULL/LABRADOR RETR,LARGE,03/05/2022,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A326503,CAT,DOMESTIC MH,SMALL,09/01/2015,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A350373,DOG,AUST SHEPHERD,MED,03/31/2017,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A315315,DOG,PIT BULL,MED,12/27/2014,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A389588,DOG,CAIRN TERRIER/MIX,SMALL,07/20/2019,RETURN TO OWNER,,SANTA ROSA,,
A341892,DOG,SIBERIAN HUSKY,MED,09/21/2016,ADOPTION,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A338040,CAT,DOMESTIC SH,KITTN,06/07/2016,EUTHANIZE,,COUNTY,,
A408782,CAT,RUSSIAN BLUE,SMALL,01/11/2022,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A229901,DOG,AUST SHEPHERD,MED,05/17/2016,RETURN TO OWNER,95436.0,SANTA ROSA,COUNTY,"95436(38.491884, -122.90672)"
A321757,CAT,DOMESTIC SH,KITTN,05/16/2015,ADOPTION,95448.0,COUNTY,COUNTY,"95448(38.618857, -122.861927)"
A310039,DOG,PARSON RUSS TER/MIX,SMALL,08/12/2014,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A407133,CAT,DOMESTIC SH,KITTN,10/11/2021,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A396983,CAT,DOMESTIC MH,SMALL,03/28/2020,TRANSFER,94952.0,SANTA ROSA,*PETALUMA,"94952(38.236012, -122.730241)"
A411965,DOG,POMERANIAN,SMALL,06/12/2022,RETURN TO OWNER,94531.0,SANTA ROSA,OUT OF COUNTY,"94531(37.967667, -121.775744)"
A406615,DOG,CHIHUAHUA SH,SMALL,09/04/2021,TRANSFER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A391949,DOG,PARSON RUSS TER/MIX,SMALL,10/01/2019,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A313599,DOG,BORDER COLLIE/MIX,MED,11/08/2014,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A375567,CAT,DOMESTIC SH,KITTN,08/24/2018,TRANSFER,94952.0,*WINDSOR,*PETALUMA,"94952(38.236012, -122.730241)"
A303357,DOG,PIT BULL,MED,02/28/2014,EUTHANIZE,,COUNTY,,
A397556,DOG,CHIHUAHUA SH,SMALL,05/19/2020,TRANSFER,94146.0,SANTA ROSA,OUT OF COUNTY,"94146(37.78008, -122.420168)"
A340824,CAT,DOMESTIC SH,KITTN,08/13/2016,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A391040,CAT,DOMESTIC LH,SMALL,01/05/2020,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A286556,DOG,BORDER COLLIE,MED,07/05/2016,RETURN TO OWNER,95425.0,COUNTY,COUNTY,"95425(38.790859, -123.010876)"
A311869,CAT,DOMESTIC SH,KITTN,09/20/2014,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A310391,DOG,CHIHUAHUA SH/MIX,SMALL,08/20/2014,RETURN TO OWNER,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A383473,DOG,PIT BULL,LARGE,01/12/2019,EUTHANIZE,,COUNTY,,
A407712,DOG,PIT BULL/MIX,MED,11/08/2021,RETURN TO OWNER,94922.0,COUNTY,COUNTY,"94922(38.341597, -122.94284)"
A348073,DOG,CHIHUAHUA SH,SMALL,02/08/2017,ADOPTION,95448.0,COUNTY,COUNTY,"95448(38.618857, -122.861927)"
A324951,DOG,CHIHUAHUA SH,SMALL,08/06/2015,ADOPTION,95476.0,SANTA ROSA,COUNTY,"95476(38.280393, -122.464588)"
A354199,DOG,BEAGLE,PUPPY,06/22/2017,TRANSFER,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A320777,CAT,DOMESTIC SH,SMALL,04/16/2015,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A329702,DOG,BELG MALINOIS,MED,12/10/2015,TRANSFER,98662.0,COUNTY,OUT OF COUNTY,"98662(45.677838, -122.576308)"
A341797,DOG,PIT BULL,LARGE,08/31/2016,EUTHANIZE,,COUNTY,,
A307913,DOG,PIT BULL,LARGE,12/11/2016,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A298247,DOG,LABRADOR RETR/MIX,MED,03/02/2016,RETURN TO OWNER,95409.0,COUNTY,COUNTY,"95409(38.458965, -122.630156)"
A321057,CAT,DOMESTIC SH,SMALL,04/24/2015,ADOPTION,94945.0,SANTA ROSA,OUT OF COUNTY,"94945(38.117407, -122.559327)"
A381756,CAT,DOMESTIC SH,KITTN,12/07/2018,ADOPTION,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A390760,CAT,DOMESTIC SH,KITTN,08/20/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A345635,DOG,PIT BULL/MIX,PUPPY,11/23/2016,ADOPTION,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A307603,CAT,DOMESTIC MH,KITTN,06/04/2014,ADOPTION,95448.0,SANTA ROSA,*HEALDSBURG,"95448(38.618857, -122.861927)"
A261255,DOG,BORDER COLLIE,MED,07/14/2017,RETURN TO OWNER,95441.0,COUNTY,COUNTY,"95441(38.729916, -122.883041)"
A374035,CAT,DOMESTIC MH,KITTN,06/14/2018,ADOPTION,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
A384702,DOG,PIT BULL,LARGE,03/04/2019,ADOPTION,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A377970,CAT,DOMESTIC SH,SMALL,10/17/2018,RETURN TO OWNER,95421.0,COUNTY,COUNTY,"95421(38.610732, -123.200051)"
A323020,CAT,DOMESTIC SH,KITTN,06/17/2015,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A354489,DOG,SIBERIAN HUSKY/MIX,PUPPY,06/27/2017,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A374579,DOG,BORDER COLLIE,PUPPY,07/10/2018,RETURN TO OWNER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A405759,DOG,GERM SHEPHERD/MIX,SMALL,07/08/2021,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A374876,DOG,GERM SHEPHERD,LARGE,07/21/2018,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A405202,CAT,DOMESTIC MH,KITTN,06/04/2021,ADOPTION,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A342093,CAT,DOMESTIC SH,KITTN,09/09/2016,ADOPTION,94952.0,SANTA ROSA,COUNTY,"94952(38.236012, -122.730241)"
A356296,DOG,PIT BULL/MIX,LARGE,05/14/2018,EUTHANIZE,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A338003,DOG,SALUKI,MED,06/04/2016,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A307774,DOG,PIT BULL,PUPPY,06/09/2014,EUTHANIZE,,COUNTY,,
A376248,CAT,DOMESTIC SH,KITTN,09/21/2018,ADOPTION,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A402678,CAT,DOMESTIC SH,SMALL,02/27/2021,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A344490,CAT,DOMESTIC SH,KITTN,10/26/2016,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A369160,DOG,PIT BULL,MED,12/15/2018,RETURN TO OWNER,97535.0,*WINDSOR,OUT OF COUNTY,"97535(42.271309, -122.814408)"
A318982,DOG,LABRADOR RETR,LARGE,08/07/2015,RETURN TO OWNER,95462.0,COUNTY,COUNTY,"95462(38.468829, -123.018829)"
A360505,CAT,DOMESTIC MH,KITTN,08/31/2017,ADOPTION,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A331467,CAT,SIAMESE/MIX,SMALL,12/30/2015,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A304726,DOG,AKBASH,LARGE,03/28/2014,ADOPTION,95407.0,*WINDSOR,SANTA ROSA,"95407(38.403734, -122.736775)"
A333805,CAT,DOMESTIC SH,SMALL,03/04/2016,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A397682,CAT,DOMESTIC LH,MED,05/30/2020,EUTHANIZE,,SANTA ROSA,,
A372643,DOG,PUG/MIX,SMALL,10/06/2021,EUTHANIZE,,SANTA ROSA,,
A343052,CAT,DOMESTIC MH,KITTN,10/26/2016,ADOPTION,95425.0,COUNTY,*CLOVERDALE,"95425(38.790859, -123.010876)"
A360832,CAT,DOMESTIC SH,KITTN,09/12/2017,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A323225,CAT,DOMESTIC SH,KITTN,06/23/2015,ADOPTION,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A370598,CAT,MANX,SMALL,05/02/2018,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A313607,DOG,LABRADOR RETR/SIBERIAN HUSKY,MED,02/07/2015,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
